[    0,   815,   887,   815,   815,   887,   722,   887,   887,   887,   815,   815,   887,   887,   887,   722,   815,   722,   815,   722,   722]
[  815,     0,    77,     0,     0,   887,   815,   887,    77,   887,   815,   815,   887,    77,   887,   815,     0,   815,   815,   815,   815]
[  887,    77,     0,    77,    77,   887,   887,   887,     0,   887,   887,   887,   887,     0,   887,   887,    77,   887,   887,   887,   887]
[  815,     0,    77,     0,     0,   887,   815,   887,    77,   887,   815,   815,   887,    77,   887,   815,     0,   815,   815,   815,   815]
[  815,     0,    77,     0,     0,   887,   815,   887,    77,   887,   815,   815,   887,    77,   887,   815,     0,   815,   815,   815,   815]
[  887,   887,   887,   887,   887,     0,   151,     0,   887,     0,    77,    77,     0,   887,     0,   151,   887,   151,    77,   151,   151]
[  722,   815,   887,   815,   815,   151,     0,   151,   887,   151,   206,   206,   151,   887,   151,     0,   815,     0,   206,     0,     0]
[  887,   887,   887,   887,   887,     0,   151,     0,   887,     0,    77,    77,     0,   887,     0,   151,   887,   151,    77,   151,   151]
[  887,    77,     0,    77,    77,   887,   887,   887,     0,   887,   887,   887,   887,     0,   887,   887,    77,   887,   887,   887,   887]
[  887,   887,   887,   887,   887,     0,   151,     0,   887,     0,    77,    77,     0,   887,     0,   151,   887,   151,    77,   151,   151]
[  815,   815,   887,   815,   815,    77,   206,    77,   887,    77,     0,     0,    77,   887,    77,   206,   815,   206,     0,   206,   206]
[  815,   815,   887,   815,   815,    77,   206,    77,   887,    77,     0,     0,    77,   887,    77,   206,   815,   206,     0,   206,   206]
[  887,   887,   887,   887,   887,     0,   151,     0,   887,     0,    77,    77,     0,   887,     0,   151,   887,   151,    77,   151,   151]
[  887,    77,     0,    77,    77,   887,   887,   887,     0,   887,   887,   887,   887,     0,   887,   887,    77,   887,   887,   887,   887]
[  887,   887,   887,   887,   887,     0,   151,     0,   887,     0,    77,    77,     0,   887,     0,   151,   887,   151,    77,   151,   151]
[  722,   815,   887,   815,   815,   151,     0,   151,   887,   151,   206,   206,   151,   887,   151,     0,   815,     0,   206,     0,     0]
[  815,     0,    77,     0,     0,   887,   815,   887,    77,   887,   815,   815,   887,    77,   887,   815,     0,   815,   815,   815,   815]
[  722,   815,   887,   815,   815,   151,     0,   151,   887,   151,   206,   206,   151,   887,   151,     0,   815,     0,   206,     0,     0]
[  815,   815,   887,   815,   815,    77,   206,    77,   887,    77,     0,     0,    77,   887,    77,   206,   815,   206,     0,   206,   206]
[  722,   815,   887,   815,   815,   151,     0,   151,   887,   151,   206,   206,   151,   887,   151,     0,   815,     0,   206,     0,     0]
[  722,   815,   887,   815,   815,   151,     0,   151,   887,   151,   206,   206,   151,   887,   151,     0,   815,     0,   206,     0,     0]
