[    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0]
[    0,     0, 12286, 12531,     0, 12764, 12287, 12531,     0, 12403, 12053,     0, 12170, 12169, 12286, 13248, 11817, 12286, 12286, 12532, 12053]
[    0, 12286,     0, 12883, 12286, 13117,   354, 12883, 12286, 12755, 12405, 12286, 12522, 12168,     0, 13601, 12520,     0,     0, 12885, 12405]
[    0, 12531, 12883,     0, 12531, 12051, 12884,     0, 12531, 13000, 12650, 12531, 12767, 12766, 12883, 13257, 12765, 12883, 12883,   724, 12650]
[    0,     0, 12286, 12531,     0, 12764, 12287, 12531,     0, 12403, 12053,     0, 12170, 12169, 12286, 13248, 11817, 12286, 12286, 12532, 12053]
[    0, 12764, 13117, 12051, 12764,     0, 13117, 12051, 12764, 13233, 12883, 12764, 13000, 13000, 13116, 13491, 12998, 13116, 13117, 12775, 12883]
[    0, 12287,   354, 12884, 12287, 13117,     0, 12884, 12287, 12756, 12051, 12287, 12523, 12522,   354, 13601, 12521,   354,   354, 12885, 12051]
[    0, 12531, 12883,     0, 12531, 12051, 12884,     0, 12531, 13000, 12650, 12531, 12767, 12766, 12883, 13257, 12765, 12883, 12883,   724, 12650]
[    0,     0, 12286, 12531,     0, 12764, 12287, 12531,     0, 12403, 12053,     0, 12170, 12169, 12286, 13248, 11817, 12286, 12286, 12532, 12053]
[    0, 12403, 12755, 13000, 12403, 13233, 12756, 13000, 12403,     0, 12522, 12403, 12639, 12638, 12755, 13717, 12637, 12755, 12755, 13001, 12522]
[    0, 12053, 12405, 12650, 12053, 12883, 12051, 12650, 12053, 12522,     0, 12053, 12289, 12288, 12405, 13367, 12287, 12405, 12405, 12651,     0]
[    0,     0, 12286, 12531,     0, 12764, 12287, 12531,     0, 12403, 12053,     0, 12170, 12169, 12286, 13248, 11817, 12286, 12286, 12532, 12053]
[    0, 12170, 12522, 12767, 12170, 13000, 12523, 12767, 12170, 12639, 12289, 12170,     0, 12405, 12522, 13484, 12404, 12522, 12522, 12768, 12289]
[    0, 12169, 12168, 12766, 12169, 13000, 12522, 12766, 12169, 12638, 12288, 12169, 12405,     0, 12168, 13483, 12403, 12168, 12168, 12767, 12288]
[    0, 12286,     0, 12883, 12286, 13116,   354, 12883, 12286, 12755, 12405, 12286, 12522, 12168,     0, 13600, 12520,     0,     0, 12884, 12405]
[    0, 13248, 13601, 13257, 13248, 13491, 13601, 13257, 13248, 13717, 13367, 13248, 13484, 13483, 13600,     0, 13482, 13600, 13601, 13259, 13367]
[    0, 11817, 12520, 12765, 11817, 12998, 12521, 12765, 11817, 12637, 12287, 11817, 12404, 12403, 12520, 13482,     0, 12520, 12520, 12766, 12287]
[    0, 12286,     0, 12883, 12286, 13116,   354, 12883, 12286, 12755, 12405, 12286, 12522, 12168,     0, 13600, 12520,     0,     0, 12884, 12405]
[    0, 12286,     0, 12883, 12286, 13117,   354, 12883, 12286, 12755, 12405, 12286, 12522, 12168,     0, 13601, 12520,     0,     0, 12885, 12405]
[    0, 12532, 12885,   724, 12532, 12775, 12885,   724, 12532, 13001, 12651, 12532, 12768, 12767, 12884, 13259, 12766, 12884, 12885,     0, 12651]
[    0, 12053, 12405, 12650, 12053, 12883, 12051, 12650, 12053, 12522,     0, 12053, 12289, 12288, 12405, 13367, 12287, 12405, 12405, 12651,     0]
