[    0, 340686, 334722, 334722, 291690, 342609, 340686, 346729, 340686, 342609, 291690, 291690, 291690, 334722, 296912, 339578, 341501, 296416, 340686, 346729, 341501]
[340686,     0,  2254,  2254,  5964, 10126,     0, 10037,     0, 10126,  5964,  5964,  5964,  2254,  3710,  3041, 11084, 16749,     0, 10037, 11084]
[334722,  2254,     0,     0,  3710, 12380,  2254, 12291,  2254, 12380,  3710,  3710,  3710,     0,  5964,  5295, 13338, 14495,  2254, 12291, 13338]
[334722,  2254,     0,     0,  3710, 12380,  2254, 12291,  2254, 12380,  3710,  3710,  3710,     0,  5964,  5295, 13338, 14495,  2254, 12291, 13338]
[291690,  5964,  3710,  3710,     0, 16090,  5964, 16001,  5964, 16090,     0,     0,     0,  3710,  2254,  9005, 17048, 10785,  5964, 16001, 17048]
[342609, 10126, 12380, 12380, 16090,     0, 10126,  2060, 10126,     0, 16090, 16090, 16090, 12380, 13836, 11084,  3063, 11111, 10126,  2060,  3063]
[340686,     0,  2254,  2254,  5964, 10126,     0, 10037,     0, 10126,  5964,  5964,  5964,  2254,  3710,  3041, 11084, 16749,     0, 10037, 11084]
[346729, 10037, 12291, 12291, 16001,  2060, 10037,     0, 10037,  2060, 16001, 16001, 16001, 12291, 13747, 10995,  5123,  9058, 10037,     0,  5123]
[340686,     0,  2254,  2254,  5964, 10126,     0, 10037,     0, 10126,  5964,  5964,  5964,  2254,  3710,  3041, 11084, 16749,     0, 10037, 11084]
[342609, 10126, 12380, 12380, 16090,     0, 10126,  2060, 10126,     0, 16090, 16090, 16090, 12380, 13836, 11084,  3063, 11111, 10126,  2060,  3063]
[291690,  5964,  3710,  3710,     0, 16090,  5964, 16001,  5964, 16090,     0,     0,     0,  3710,  2254,  9005, 17048, 10785,  5964, 16001, 17048]
[291690,  5964,  3710,  3710,     0, 16090,  5964, 16001,  5964, 16090,     0,     0,     0,  3710,  2254,  9005, 17048, 10785,  5964, 16001, 17048]
[291690,  5964,  3710,  3710,     0, 16090,  5964, 16001,  5964, 16090,     0,     0,     0,  3710,  2254,  9005, 17048, 10785,  5964, 16001, 17048]
[334722,  2254,     0,     0,  3710, 12380,  2254, 12291,  2254, 12380,  3710,  3710,  3710,     0,  5964,  5295, 13338, 14495,  2254, 12291, 13338]
[296912,  3710,  5964,  5964,  2254, 13836,  3710, 13747,  3710, 13836,  2254,  2254,  2254,  5964,     0,  6751, 14794, 13039,  3710, 13747, 14794]
[339578,  3041,  5295,  5295,  9005, 11084,  3041, 10995,  3041, 11084,  9005,  9005,  9005,  5295,  6751,     0, 10051, 15716,  3041, 10995, 10051]
[341501, 11084, 13338, 13338, 17048,  3063, 11084,  5123, 11084,  3063, 17048, 17048, 17048, 13338, 14794, 10051,     0,  8048, 11084,  5123,     0]
[296416, 16749, 14495, 14495, 10785, 11111, 16749,  9058, 16749, 11111, 10785, 10785, 10785, 14495, 13039, 15716,  8048,     0, 16749,  9058,  8048]
[340686,     0,  2254,  2254,  5964, 10126,     0, 10037,     0, 10126,  5964,  5964,  5964,  2254,  3710,  3041, 11084, 16749,     0, 10037, 11084]
[346729, 10037, 12291, 12291, 16001,  2060, 10037,     0, 10037,  2060, 16001, 16001, 16001, 12291, 13747, 10995,  5123,  9058, 10037,     0,  5123]
[341501, 11084, 13338, 13338, 17048,  3063, 11084,  5123, 11084,  3063, 17048, 17048, 17048, 13338, 14794, 10051,     0,  8048, 11084,  5123,     0]
