[    0,  2874,   757,   713,  2984,   717,  2980,  2866,  3094,   703,   766,   713,   717,   723,   719,  3343,   756,   689,  3094,   733,   733]
[ 2874,     0,  2874,  2874,  4854,  2874,  2980,  2874,  4964,  2874,  2874,  2874,  2874,  2874,  2874,  3343,  2874,  2874,  3094,  2874,  2874]
[  757,  2874,     0,   757,  2984,   757,  2980,  2866,  3094,   757,   766,   757,   848,   757,   757,  3343,   757,   757,  3094,   757,   757]
[  713,  2874,   757,     0,  2984,   717,  2980,  2866,  3094,   713,   766,   713,   717,   723,   719,  3343,   756,   713,  3094,   733,   733]
[ 2984,  4854,  2984,  2984,     0,  2984,  2984,  2984,  5074,  2984,  2984,  2984,  2984,  2984,  2984,  3343,  2984,  2984,  3094,  2984,  2984]
[  717,  2874,   757,   717,  2984,     0,  2980,  2866,  3094,   717,   766,   717,   717,   723,   719,  3343,   756,   717,  3094,   733,   733]
[ 2980,  2980,  2980,  2980,  2984,  2980,     0,  2980,  3094,  2980,  2980,  2980,  2980,  2980,  2980,  3343,  2980,  2980,  3094,  2980,  2980]
[ 2866,  2874,  2866,  2866,  2984,  2866,  2980,     0,  3094,  2866,  2866,  2866,  2866,  2866,  2866,  3343,  2866,  2866,  3094,  2866,  2866]
[ 3094,  4964,  3094,  3094,  5074,  3094,  3094,  3094,     0,  3094,  3094,  3094,  3094,  3094,  3094,  3343,  3094,  3094,  3094,  3094,  3094]
[  703,  2874,   757,   713,  2984,   717,  2980,  2866,  3094,     0,   766,   713,   717,   723,   719,  3343,   756,   703,  3094,   733,   733]
[  766,  2874,   766,   766,  2984,   766,  2980,  2866,  3094,   766,     0,   766,   766,   766,   766,  3204,   727,   766,  3094,   766,   766]
[  713,  2874,   757,   713,  2984,   717,  2980,  2866,  3094,   713,   766,     0,   717,   723,   719,  3343,   756,   713,  3094,   742,   742]
[  717,  2874,   848,   717,  2984,   717,  2980,  2866,  3094,   717,   766,   717,     0,   723,   719,  3343,   756,   717,  3094,   733,   733]
[  723,  2874,   757,   723,  2984,   723,  2980,  2866,  3094,   723,   766,   723,   723,     0,   723,  3343,   756,   723,  3094,   733,   733]
[  719,  2874,   757,   719,  2984,   719,  2980,  2866,  3094,   719,   766,   719,   719,   723,     0,  3343,   756,   719,  3094,   733,   733]
[ 3343,  3343,  3343,  3343,  3343,  3343,  3343,  3343,  3343,  3343,  3204,  3343,  3343,  3343,  3343,     0,  3303,  3343,  5294,  3343,  3343]
[  756,  2874,   757,   756,  2984,   756,  2980,  2866,  3094,   756,   727,   756,   756,   756,   756,  3303,     0,   756,  3193,   756,   756]
[  689,  2874,   757,   713,  2984,   717,  2980,  2866,  3094,   703,   766,   713,   717,   723,   719,  3343,   756,     0,  3094,   733,   733]
[ 3094,  3094,  3094,  3094,  3094,  3094,  3094,  3094,  3094,  3094,  3094,  3094,  3094,  3094,  3094,  5294,  3193,  3094,     0,  3094,  3094]
[  733,  2874,   757,   733,  2984,   733,  2980,  2866,  3094,   733,   766,   742,   733,   733,   733,  3343,   756,   733,  3094,     0,   762]
[  733,  2874,   757,   733,  2984,   733,  2980,  2866,  3094,   733,   766,   742,   733,   733,   733,  3343,   756,   733,  3094,   762,     0]
