--disable-thread: [136.09389972686768, 1.423750638961792]
--enable-strip --enable-gprof: [72.95492386817932, 1.5980119705200195]
--enable-strip --enable-lto --disable-thread: [80.74448561668396, 1.757859468460083]
--disable-bashcompletion --enable-debug --disable-lavf --enable-lto: [49.08838152885437, 1.5946130752563477]
--disable-avs --enable-strip --enable-gprof: [72.21862602233887, 1.642963171005249]
--disable-lavf --disable-avs --disable-bashcompletion --enable-lto --enable-static: [79.83402180671692, 1.7290596961975098]
--disable-avs --enable-debug --enable-strip --enable-gprof --enable-lto: [48.34868144989014, 1.6586413383483887]
--disable-thread --enable-gprof --disable-bashcompletion --enable-debug --enable-static: [48.25138998031616, 1.4416635036468506]
--disable-thread --enable-static --disable-lavf --enable-strip: [72.21061897277832, 1.4161627292633057]
--disable-avs --enable-debug: [48.52314209938049, 1.6113193035125732]
--disable-avs --enable-gprof --enable-strip: [72.21473002433777, 1.574328899383545]
--enable-lto --disable-thread --enable-debug: [47.42117357254028, 1.465822458267212]
--disable-avs --disable-lavf --enable-gprof --enable-static: [72.66209387779236, 1.5691096782684326]
--enable-strip --enable-lto --disable-avs --enable-static: [79.27766966819763, 1.7797255516052246]
--enable-lto --disable-bashcompletion --enable-static --disable-lavf --disable-avs: [80.0525643825531, 1.7832467555999756]
--enable-lto --enable-strip --disable-opencl --disable-thread: [79.52009153366089, 1.781506061553955]
--enable-lto --disable-bashcompletion --disable-lavf: [80.1136748790741, 1.7452564239501953]
--enable-lto --enable-static: [79.51917052268982, 1.924839973449707]
--enable-debug --disable-bashcompletion --enable-static: [48.44956994056702, 1.6159732341766357]
--enable-gprof --disable-bashcompletion --enable-static: [73.43994045257568, 1.609799861907959]
Timecount: [1420.9388499259949]
AvgTime: ['1420.9388499259949']
